turbine_id,issue_date,valid_time,lead_hours,predicted_power
1,2026-01-31,2026-02-01 00:00:00,24,0.024845340042778406
1,2026-01-31,2026-02-01 01:00:00,24,0.03204918059990277
1,2026-01-31,2026-02-01 02:00:00,24,0.06806797477651312
1,2026-01-31,2026-02-01 03:00:00,24,0.20708453599029367
1,2026-01-31,2026-02-01 04:00:00,24,0.20290622382472157
1,2026-01-31,2026-02-01 05:00:00,24,0.10168801062700067
1,2026-01-31,2026-02-01 06:00:00,24,0.08343997671047436
1,2026-01-31,2026-02-01 07:00:00,24,0.09751919675458448
1,2026-01-31,2026-02-01 08:00:00,24,0.11129695766973871
1,2026-01-31,2026-02-01 09:00:00,24,0.14286255615773708
1,2026-01-31,2026-02-01 10:00:00,24,0.1426057818657864
1,2026-01-31,2026-02-01 11:00:00,24,0.3487559812115397
1,2026-01-31,2026-02-01 12:00:00,24,0.25352629190677595
1,2026-01-31,2026-02-01 13:00:00,24,0.3371699492760656
1,2026-01-31,2026-02-01 14:00:00,24,0.3256744195883889
1,2026-01-31,2026-02-01 15:00:00,24,0.35939108625505556
1,2026-01-31,2026-02-01 16:00:00,24,0.3840749796249664
1,2026-01-31,2026-02-01 17:00:00,24,0.3280465308575752
1,2026-01-31,2026-02-01 18:00:00,24,0.27631002752340916
1,2026-01-31,2026-02-01 19:00:00,24,0.431604273168791
1,2026-01-31,2026-02-01 20:00:00,24,0.4987398942051013
1,2026-01-31,2026-02-01 21:00:00,24,0.49603989420510114
1,2026-01-31,2026-02-01 22:00:00,24,0.45441071248345005
1,2026-01-31,2026-02-01 23:00:00,24,0.4587963335197601
1,2026-01-31,2026-02-02 00:00:00,48,0.45161209274735553
1,2026-01-31,2026-02-02 01:00:00,48,0.43713716587349283
1,2026-01-31,2026-02-02 02:00:00,48,0.4568822934788384
1,2026-01-31,2026-02-02 03:00:00,48,0.48441721364322876
1,2026-01-31,2026-02-02 04:00:00,48,0.6409741469169813
1,2026-01-31,2026-02-02 05:00:00,48,0.4840249896228242
1,2026-01-31,2026-02-02 06:00:00,48,0.6428927567163346
1,2026-01-31,2026-02-02 07:00:00,48,0.8059691469837414
1,2026-01-31,2026-02-02 08:00:00,48,0.9150850742213479
1,2026-01-31,2026-02-02 09:00:00,48,0.8651998601724772
1,2026-01-31,2026-02-02 10:00:00,48,0.599728492764921
1,2026-01-31,2026-02-02 11:00:00,48,0.1409398357417476
1,2026-01-31,2026-02-02 12:00:00,48,0.3404941670832175
1,2026-01-31,2026-02-02 13:00:00,48,0.1518572304174892
1,2026-01-31,2026-02-02 14:00:00,48,0.1158976089378163
1,2026-01-31,2026-02-02 15:00:00,48,0.15675481981218156
1,2026-01-31,2026-02-02 16:00:00,48,0.17028961020292976
1,2026-01-31,2026-02-02 17:00:00,48,0.06416946519857353
1,2026-01-31,2026-02-02 18:00:00,48,0.031208765961562662
1,2026-01-31,2026-02-02 19:00:00,48,0.10331044458737937
1,2026-01-31,2026-02-02 20:00:00,48,0.2682208452755098
1,2026-01-31,2026-02-02 21:00:00,48,0.27135977600299815
1,2026-01-31,2026-02-02 22:00:00,48,0.21762958831539292
1,2026-01-31,2026-02-02 23:00:00,48,0.15824306643658298
1,2026-02-01,2026-02-02 00:00:00,24,0.5607340366035464
1,2026-02-01,2026-02-02 01:00:00,24,0.5407755250444896
1,2026-02-01,2026-02-02 02:00:00,24,0.455683151726274
1,2026-02-01,2026-02-02 03:00:00,24,0.45892594998867065
1,2026-02-01,2026-02-02 04:00:00,24,0.7081768262726036
1,2026-02-01,2026-02-02 05:00:00,24,0.544352144349279
1,2026-02-01,2026-02-02 06:00:00,24,0.5827868022566774
1,2026-02-01,2026-02-02 07:00:00,24,0.6407301049557097
1,2026-02-01,2026-02-02 08:00:00,24,0.7709037428875614
1,2026-02-01,2026-02-02 09:00:00,24,0.7280404937760773
1,2026-02-01,2026-02-02 10:00:00,24,0.6768062733930658
1,2026-02-01,2026-02-02 11:00:00,24,0.7309355120729707
1,2026-02-01,2026-02-02 12:00:00,24,0.2942190528482857
1,2026-02-01,2026-02-02 13:00:00,24,0.12165723041748919
1,2026-02-01,2026-02-02 14:00:00,24,0.07273295554304741
1,2026-02-01,2026-02-02 15:00:00,24,0.07172349975074604
1,2026-02-01,2026-02-02 16:00:00,24,0.10313356091848687
1,2026-02-01,2026-02-02 17:00:00,24,0.08991907407270887
1,2026-02-01,2026-02-02 18:00:00,24,0.10305450017820812
1,2026-02-01,2026-02-02 19:00:00,24,0.23301979396635736
1,2026-02-01,2026-02-02 20:00:00,24,0.3859990810888913
1,2026-02-01,2026-02-02 21:00:00,24,0.44235388402583137
1,2026-02-01,2026-02-02 22:00:00,24,0.451471623748781
1,2026-02-01,2026-02-02 23:00:00,24,0.4493360411752174
1,2026-02-01,2026-02-03 00:00:00,48,0.17699306643658289
1,2026-02-01,2026-02-03 01:00:00,48,0.12265164196554978
1,2026-02-01,2026-02-03 02:00:00,48,0.06462496901215979
1,2026-02-01,2026-02-03 03:00:00,48,0.01599140291772562
1,2026-02-01,2026-02-03 04:00:00,48,0.022017985749935902
1,2026-02-01,2026-02-03 05:00:00,48,0.010290418710583909
1,2026-02-01,2026-02-03 06:00:00,48,0.07884206293448379
1,2026-02-01,2026-02-03 07:00:00,48,0.07468625729523806
1,2026-02-01,2026-02-03 08:00:00,48,0.028990721280358674
1,2026-02-01,2026-02-03 09:00:00,48,0.05308832296793959
1,2026-02-01,2026-02-03 10:00:00,48,0.1587210452849732
1,2026-02-01,2026-02-03 11:00:00,48,0.17751602781701598
1,2026-02-01,2026-02-03 12:00:00,48,0.11574374495669423
1,2026-02-01,2026-02-03 13:00:00,48,0.3540428388132677
1,2026-02-01,2026-02-03 14:00:00,48,0.5596690649144928
1,2026-02-01,2026-02-03 15:00:00,48,0.496083644689411
1,2026-02-01,2026-02-03 16:00:00,48,0.4323332160446224
1,2026-02-01,2026-02-03 17:00:00,48,0.3947958184159056
1,2026-02-01,2026-02-03 18:00:00,48,0.22379316877570246
1,2026-02-01,2026-02-03 19:00:00,48,0.2150073199617899
1,2026-02-01,2026-02-03 20:00:00,48,0.3488817599081327
1,2026-02-01,2026-02-03 21:00:00,48,0.37867944591932956
1,2026-02-01,2026-02-03 22:00:00,48,0.4380794459193298
1,2026-02-01,2026-02-03 23:00:00,48,0.5342213395127415
1,2026-02-02,2026-02-03 00:00:00,24,0.18449306643658295
1,2026-02-02,2026-02-03 01:00:00,24,0.026750565390088347
1,2026-02-02,2026-02-03 02:00:00,24,0.0711332793861016
1,2026-02-02,2026-02-03 03:00:00,24,0.02621717617448971
1,2026-02-02,2026-02-03 04:00:00,24,0.02778921794579039
1,2026-02-02,2026-02-03 05:00:00,24,0.059708729601150465
1,2026-02-02,2026-02-03 06:00:00,24,0.1626741852400433
1,2026-02-02,2026-02-03 07:00:00,24,0.1419565337456714
1,2026-02-02,2026-02-03 08:00:00,24,0.04706618651025116
1,2026-02-02,2026-02-03 09:00:00,24,0.05787606973655114
1,2026-02-02,2026-02-03 10:00:00,24,0.034106198530875535
1,2026-02-02,2026-02-03 11:00:00,24,0.06192905750695139
1,2026-02-02,2026-02-03 12:00:00,24,0.17001422031888463
1,2026-02-02,2026-02-03 13:00:00,24,0.14676739105085582
1,2026-02-02,2026-02-03 14:00:00,24,0.3750505387676808
1,2026-02-02,2026-02-03 15:00:00,24,0.5112503113560777
1,2026-02-02,2026-02-03 16:00:00,24,0.38997171525659297
1,2026-02-02,2026-02-03 17:00:00,24,0.35646922894358074
1,2026-02-02,2026-02-03 18:00:00,24,0.3899843972031233
1,2026-02-02,2026-02-03 19:00:00,24,0.3579674512774516
1,2026-02-02,2026-02-03 20:00:00,24,0.5084460272436925
1,2026-02-02,2026-02-03 21:00:00,24,0.3639126833677774
1,2026-02-02,2026-02-03 22:00:00,24,0.365131081437913
1,2026-02-02,2026-02-03 23:00:00,24,0.354909429582821
1,2026-02-02,2026-02-04 00:00:00,48,0.3821249913335074
1,2026-02-02,2026-02-04 01:00:00,48,0.34394364318212445
1,2026-02-02,2026-02-04 02:00:00,48,0.34346121443838423
1,2026-02-02,2026-02-04 03:00:00,48,0.5232690240523504
1,2026-02-02,2026-02-04 04:00:00,48,0.33696341639746574
1,2026-02-02,2026-02-04 05:00:00,48,0.18601080475634274
1,2026-02-02,2026-02-04 06:00:00,48,0.1812038465728329
1,2026-02-02,2026-02-04 07:00:00,48,0.08672067545009185
1,2026-02-02,2026-02-04 08:00:00,48,0.0818273402976489
1,2026-02-02,2026-02-04 09:00:00,48,0.11919247222127971
1,2026-02-02,2026-02-04 10:00:00,48,0.1041270728172871
1,2026-02-02,2026-02-04 11:00:00,48,0.08397039302464077
1,2026-02-02,2026-02-04 12:00:00,48,0.05024740663013133
